Genetoxic Stress Proteins		
This table was generated by retriving a list of DNA Damage/Repair and Cell Cyle proteins found in both the UniProt and ProteinAtlas datasets to ensure high-confidence data		
		
Protein names	Gene Names	Gene Ontology (biological process)
DNA repair nuclease/redox regulator APEX1 (EC 3.1.11.2) (EC 3.1.21.-) (APEX nuclease) (APEN) (Apurinic-apyrimidinic endonuclease 1) (AP endonuclease 1) (APE-1) (DNA-(apurinic or apyrimidinic site) endonuclease) (Redox factor-1) (REF-1) [Cleaved into: DNA repair nuclease/redox regulator APEX1, mitochondrial]	APEX1 APE APE1 APEX APX HAP1 REF1	base-excision repair [GO:0006284]; base-excision repair, gap-filling [GO:0006287]; cell redox homeostasis [GO:0045454]; DNA catabolic process [GO:0006308]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; positive regulation of gene expression via chromosomal CpG island demethylation [GO:0044029]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of apoptotic process [GO:0042981]; regulation of mRNA stability [GO:0043488]; telomere maintenance [GO:0000723]; telomere maintenance via base-excision repair [GO:0097698]
Aprataxin (EC 3.6.1.71) (EC 3.6.1.72) (Forkhead-associated domain histidine triad-like protein) (FHA-HIT)	APTX AXA1	regulation of protein stability [GO:0031647]; single strand break repair [GO:0000012]
Aurora kinase B (EC 2.7.11.1) (Aurora 1) (Aurora- and IPL1-like midbody-associated protein 1) (AIM-1) (Aurora/IPL1-related kinase 2) (ARK-2) (Aurora-related kinase 2) (STK-1) (Serine/threonine-protein kinase 12) (Serine/threonine-protein kinase 5) (Serine/threonine-protein kinase aurora-B)	AURKB AIK2 AIM1 AIRK2 ARK2 STK1 STK12 STK5	cell cycle G2/M phase transition [GO:0044839]; cellular response to UV [GO:0034644]; cleavage furrow formation [GO:0036089]; midbody abscission [GO:0061952]; mitotic cell cycle [GO:0000278]; mitotic cytokinesis [GO:0000281]; mitotic cytokinesis checkpoint signaling [GO:0044878]; mitotic sister chromatid biorientation [GO:1990758]; mitotic spindle assembly [GO:0090307]; mitotic spindle midzone assembly [GO:0051256]; mitotic spindle organization [GO:0007052]; negative regulation of B cell apoptotic process [GO:0002903]; negative regulation of cGAS/STING signaling pathway [GO:0160049]; negative regulation of cytokinesis [GO:0032466]; negative regulation of innate immune response [GO:0045824]; negative regulation of protein localization to chromatin [GO:0120186]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of attachment of mitotic spindle microtubules to kinetochore [GO:1902425]; positive regulation of cytokinesis [GO:0032467]; positive regulation of lateral attachment of mitotic spindle microtubules to kinetochore [GO:1905116]; positive regulation of microtubule depolymerization [GO:0031117]; positive regulation of mitotic cell cycle spindle assembly checkpoint [GO:0090267]; positive regulation of mitotic cytokinesis [GO:1903490]; positive regulation of mitotic sister chromatid segregation [GO:0062033]; positive regulation of mitotic sister chromatid separation [GO:1901970]; positive regulation of telomere maintenance [GO:0032206]; post-translational protein modification [GO:0043687]; protein localization to kinetochore [GO:0034501]; regulation of chromosome segregation [GO:0051983]; regulation of cytokinesis [GO:0032465]; regulation of signal transduction by p53 class mediator [GO:1901796]; repair of mitotic kinetochore microtubule attachment defect [GO:0140273]; spindle organization [GO:0007051]
Axin-1 (Axis inhibition protein 1) (hAxin)	AXIN1 AXIN	apoptotic process [GO:0006915]; axial mesoderm formation [GO:0048320]; beta-catenin destruction complex assembly [GO:1904885]; canonical Wnt signaling pathway [GO:0060070]; cell development [GO:0048468]; cytoplasmic microtubule organization [GO:0031122]; dorsal/ventral axis specification [GO:0009950]; epigenetic programming in the zygotic pronuclei [GO:0044725]; head development [GO:0060322]; in utero embryonic development [GO:0001701]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of gene expression [GO:0010629]; negative regulation of protein metabolic process [GO:0051248]; negative regulation of transcription elongation by RNA polymerase II [GO:0034244]; nucleocytoplasmic transport [GO:0006913]; positive regulation of JNK cascade [GO:0046330]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511]; positive regulation of ubiquitin-dependent protein catabolic process [GO:2000060]; post-anal tail morphogenesis [GO:0036342]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]; protein-containing complex assembly [GO:0065003]; sensory perception of sound [GO:0007605]
B-cell lymphoma/leukemia 11B (BCL-11B) (B-cell CLL/lymphoma 11B) (COUP-TF-interacting protein 2) (Radiation-induced tumor suppressor gene 1 protein) (hRit1)	BCL11B CTIP2 RIT1	alpha-beta T cell differentiation [GO:0046632]; commitment of neuronal cell to specific neuron type in forebrain [GO:0021902]; epithelial cell morphogenesis [GO:0003382]; hematopoietic stem cell migration [GO:0035701]; keratinocyte development [GO:0003334]; lymphoid lineage cell migration into thymus [GO:0097535]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of thymocyte apoptotic process [GO:0070244]; odontogenesis of dentin-containing tooth [GO:0042475]; olfactory bulb axon guidance [GO:0071678]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive T cell selection [GO:0043368]; post-embryonic camera-type eye development [GO:0031077]; regulation of keratinocyte proliferation [GO:0010837]; regulation of lipid metabolic process [GO:0019216]; regulation of neuron differentiation [GO:0045664]; striatal medium spiny neuron differentiation [GO:0021773]; T cell differentiation in thymus [GO:0033077]; T cell receptor V(D)J recombination [GO:0033153]; thymocyte apoptotic process [GO:0070242]; thymus development [GO:0048538]; transcription by RNA polymerase II [GO:0006366]
Bcl-2-like protein 1 (Bcl2-L-1) (Apoptosis regulator Bcl-X)	BCL2L1 BCL2L BCLX	apoptotic mitochondrial changes [GO:0008637]; apoptotic process in bone marrow cell [GO:0071839]; cellular response to alkaloid [GO:0071312]; cellular response to amino acid stimulus [GO:0071230]; cellular response to gamma radiation [GO:0071480]; defense response to virus [GO:0051607]; dendritic cell apoptotic process [GO:0097048]; dendritic cell proliferation [GO:0044565]; ectopic germ cell programmed cell death [GO:0035234]; endocytosis [GO:0006897]; epithelial cell proliferation [GO:0050673]; extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; fertilization [GO:0009566]; germ cell development [GO:0007281]; hepatocyte apoptotic process [GO:0097284]; in utero embryonic development [GO:0001701]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; male gonad development [GO:0008584]; negative regulation of anoikis [GO:2000811]; negative regulation of apoptotic process [GO:0043066]; negative regulation of autophagy [GO:0010507]; negative regulation of dendritic cell apoptotic process [GO:2000669]; negative regulation of developmental process [GO:0051093]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; negative regulation of execution phase of apoptosis [GO:1900118]; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001240]; negative regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902042]; negative regulation of intrinsic apoptotic signaling pathway [GO:2001243]; negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage [GO:1902230]; negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway [GO:1901029]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of protein localization to plasma membrane [GO:1903077]; negative regulation of release of cytochrome c from mitochondria [GO:0090201]; negative regulation of reproductive process [GO:2000242]; neuron apoptotic process [GO:0051402]; ovarian follicle development [GO:0001541]; positive regulation of apoptotic process [GO:0043065]; positive regulation of mononuclear cell proliferation [GO:0032946]; regulation of cytokinesis [GO:0032465]; regulation of growth [GO:0040008]; regulation of mitochondrial membrane permeability [GO:0046902]; regulation of mitochondrial membrane potential [GO:0051881]; release of cytochrome c from mitochondria [GO:0001836]; response to cycloheximide [GO:0046898]; response to cytokine [GO:0034097]; spermatogenesis [GO:0007283]
Ribosome biogenesis protein BOP1 (Block of proliferation 1 protein)	BOP1 KIAA0124	cell population proliferation [GO:0008283]; cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000448]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; regulation of cell cycle [GO:0051726]; regulation of signal transduction by p53 class mediator [GO:1901796]; ribosomal large subunit assembly [GO:0000027]; ribosome biogenesis [GO:0042254]
Breast cancer type 2 susceptibility protein (Fanconi anemia group D1 protein)	BRCA2 FACD FANCD1	brain development [GO:0007420]; cellular response to ionizing radiation [GO:0071479]; cellular senescence [GO:0090398]; centrosome duplication [GO:0051298]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; double-strand break repair [GO:0006302]; double-strand break repair via homologous recombination [GO:0000724]; establishment of protein localization to telomere [GO:0070200]; female gonad development [GO:0008585]; hematopoietic stem cell proliferation [GO:0071425]; inner cell mass cell proliferation [GO:0001833]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; male meiosis I [GO:0007141]; mitotic recombination-dependent replication fork processing [GO:1990426]; negative regulation of mammary gland epithelial cell proliferation [GO:0033600]; nucleotide-excision repair [GO:0006289]; oocyte maturation [GO:0001556]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of mitotic cell cycle [GO:0045931]; regulation of cytokinesis [GO:0032465]; regulation of DNA damage checkpoint [GO:2000001]; regulation of DNA-templated transcription [GO:0006355]; response to gamma radiation [GO:0010332]; response to UV-C [GO:0010225]; response to X-ray [GO:0010165]; spermatogenesis [GO:0007283]; telomere maintenance via recombination [GO:0000722]
Caspase-6 (CASP-6) (CSP-6) (EC 3.4.22.59) (Apoptotic protease Mch-2) [Cleaved into: Caspase-6 subunit p18 (Caspase-6 subunit p20); Caspase-6 subunit p11 (Caspase-6 subunit p10)]	CASP6 MCH2	activation of innate immune response [GO:0002218]; apoptotic process [GO:0006915]; cellular response to staurosporine [GO:0072734]; epithelial cell differentiation [GO:0030855]; hepatocyte apoptotic process [GO:0097284]; intrinsic apoptotic signaling pathway by p53 class mediator [GO:0072332]; positive regulation of apoptotic process [GO:0043065]; positive regulation of necroptotic process [GO:0060545]; positive regulation of neuron apoptotic process [GO:0043525]; protein autoprocessing [GO:0016540]; proteolysis [GO:0006508]; pyroptotic inflammatory response [GO:0070269]; regulation of programmed cell death [GO:0043067]
CDK5 regulatory subunit-associated protein 3 (CDK5 activator-binding protein C53) (LXXLL/leucine-zipper-containing ARF-binding protein) (Protein HSF-27)	CDK5RAP3 IC53 LZAP MSTP016 OK/SW-cl.114 PP1553	apoptotic nuclear changes [GO:0030262]; brain development [GO:0007420]; cell population proliferation [GO:0008283]; definitive erythrocyte differentiation [GO:0060318]; endoplasmic reticulum unfolded protein response [GO:0030968]; liver development [GO:0001889]; mitotic G2 DNA damage checkpoint signaling [GO:0007095]; mitotic G2/M transition checkpoint [GO:0044818]; negative regulation of MAP kinase activity [GO:0043407]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of protein catabolic process [GO:0042177]; negative regulation of protein kinase activity by regulation of protein phosphorylation [GO:0044387]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of protein serine/threonine kinase activity [GO:0071901]; positive regulation of protein localization to nucleus [GO:1900182]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of reticulophagy [GO:0140501]; positive regulation of signal transduction by p53 class mediator [GO:1901798]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein ufmylation [GO:0071569]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]; regulation of mitotic cell cycle [GO:0007346]; regulation of neuron differentiation [GO:0045664]; regulation of phosphatase activity [GO:0010921]; rescue of stalled ribosome [GO:0072344]; response to endoplasmic reticulum stress [GO:0034976]; ribosome disassembly [GO:0032790]
