Protein names	Gene Names	Gene Ontology (biological process)	Supporting_PMID	Paper_Count
Polycomb group RING finger protein 3 (RING finger protein 3A)	PCGF3 RNF3 RNF3A	random inactivation of X chromosome [GO:0060816]; regulation of transcription by RNA polymerase II [GO:0006357]		0
Protein mono-ADP-ribosyltransferase PARP9 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 9) (ARTD9) (B aggressive lymphoma protein) (Poly [ADP-ribose] polymerase 9) (PARP-9)	PARP9 BAL BAL1	cell migration [GO:0016477]; defense response to virus [GO:0051607]; DNA damage checkpoint signaling [GO:0000077]; double-strand break repair [GO:0006302]; innate immune response [GO:0045087]; negative regulation of catalytic activity [GO:0043086]; negative regulation of gene expression [GO:0010629]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nicotinate metabolic process [GO:1901847]; positive regulation of chromatin binding [GO:0035563]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of protein localization to nucleus [GO:1900182]; positive regulation of type II interferon-mediated signaling pathway [GO:0060335]; positive regulation of tyrosine phosphorylation of STAT protein [GO:0042531]; post-transcriptional regulation of gene expression [GO:0010608]; regulation of response to type II interferon [GO:0060330]; viral protein processing [GO:0019082]		0
E3 ubiquitin-protein ligase RNF13 (EC 2.3.2.27) (RING finger protein 13)	RNF13 RZF	organelle localization [GO:0051640]; positive regulation of JNK cascade [GO:0046330]; protein autoubiquitination [GO:0051865]; ubiquitin-dependent protein catabolic process [GO:0006511]		0
Mediator of RNA polymerase II transcription subunit 31 (Mediator complex subunit 31) (Mediator complex subunit SOH1) (hSOH1)	MED31 SOH1 CGI-125	limb development [GO:0060173]; negative regulation of fibroblast proliferation [GO:0048147]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; protein ubiquitination [GO:0016567]; regulation of transcription by RNA polymerase II [GO:0006357]; RNA polymerase II preinitiation complex assembly [GO:0051123]		0
Max dimerization protein 1 (Max dimerizer 1) (Protein MAD)	MXD1 MAD	negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of transcription by RNA polymerase II [GO:0006357]		0
Serine/threonine-protein kinase mTOR (EC 2.7.11.1) (FK506-binding protein 12-rapamycin complex-associated protein 1) (FKBP12-rapamycin complex-associated protein) (Mammalian target of rapamycin) (mTOR) (Mechanistic target of rapamycin) (Rapamycin and FKBP12 target 1) (Rapamycin target protein 1) (Tyrosine-protein kinase mTOR) (EC 2.7.10.2)	MTOR FRAP FRAP1 FRAP2 RAFT1 RAPT1	de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; anoikis [GO:0043276]; behavioral response to pain [GO:0048266]; calcineurin-NFAT signaling cascade [GO:0033173]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cell projection organization [GO:0030030]; cellular response to amino acid starvation [GO:0034198]; cellular response to amino acid stimulus [GO:0071230]; cellular response to hypoxia [GO:0071456]; cellular response to insulin stimulus [GO:0032869]; cellular response to L-leucine [GO:0071233]; cellular response to leucine starvation [GO:1990253]; cellular response to methionine [GO:0061431]; cellular response to nutrient [GO:0031670]; cellular response to nutrient levels [GO:0031669]; cellular response to osmotic stress [GO:0071470]; cellular response to starvation [GO:0009267]; cytoskeleton organization [GO:0007010]; DNA damage response [GO:0006974]; energy reserve metabolic process [GO:0006112]; germ cell development [GO:0007281]; heart morphogenesis [GO:0003007]; heart valve morphogenesis [GO:0003179]; inflammatory response [GO:0006954]; macroautophagy [GO:0016236]; multicellular organism growth [GO:0035264]; negative regulation of apoptotic process [GO:0043066]; negative regulation of autophagy [GO:0010507]; negative regulation of calcineurin-NFAT signaling cascade [GO:0070885]; negative regulation of cell size [GO:0045792]; negative regulation of insulin receptor signaling pathway [GO:0046627]; negative regulation of lysosome organization [GO:1905672]; negative regulation of macroautophagy [GO:0016242]; negative regulation of protein localization to nucleus [GO:1900181]; neuronal action potential [GO:0019228]; oligodendrocyte differentiation [GO:0048709]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of cell growth [GO:0030307]; positive regulation of cytoplasmic translational initiation [GO:1904690]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of glycolytic process [GO:0045821]; positive regulation of keratinocyte migration [GO:0051549]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of lipid biosynthetic process [GO:0046889]; positive regulation of myotube differentiation [GO:0010831]; positive regulation of oligodendrocyte differentiation [GO:0048714]; positive regulation of pentose-phosphate shunt [GO:1905857]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of ruffle assembly [GO:1900029]; positive regulation of SCF-dependent proteasomal ubiquitin-dependent catabolic process [GO:0062027]; positive regulation of stress fiber assembly [GO:0051496]; positive regulation of transcription by RNA polymerase III [GO:0045945]; positive regulation of transcription of nucleolar large rRNA by RNA polymerase I [GO:1901838]; positive regulation of translation [GO:0045727]; positive regulation of translational initiation [GO:0045948]; positive regulation of ubiquitin-dependent protein catabolic process [GO:2000060]; positive regulation of wound healing, spreading of epidermal cells [GO:1903691]; post-embryonic development [GO:0009791]; protein destabilization [GO:0031648]; protein stabilization [GO:0050821]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of autophagosome assembly [GO:2000785]; regulation of cell growth [GO:0001558]; regulation of cell size [GO:0008361]; regulation of cellular response to heat [GO:1900034]; regulation of circadian rhythm [GO:0042752]; regulation of locomotor rhythm [GO:1904059]; regulation of lysosome organization [GO:1905671]; regulation of macroautophagy [GO:0016241]; regulation of membrane permeability [GO:0090559]; regulation of myelination [GO:0031641]; regulation of osteoclast differentiation [GO:0045670]; regulation of signal transduction by p53 class mediator [GO:1901796]; response to amino acid [GO:0043200]; response to heat [GO:0009408]; response to nutrient levels [GO:0031667]; response to virus [GO:0009615]; T cell costimulation [GO:0031295]; T-helper 1 cell lineage commitment [GO:0002296]; TOR signaling [GO:0031929]; TORC1 signaling [GO:0038202]; TORC2 signaling [GO:0038203]; vascular endothelial cell response to laminar fluid shear stress [GO:0097700]; voluntary musculoskeletal movement [GO:0050882]		0
E3 ubiquitin-protein ligase MSL2 (EC 2.3.2.27) (Male-specific lethal 2-like 1) (MSL2-like 1) (Male-specific lethal-2 homolog) (MSL-2) (Male-specific lethal-2 homolog 1) (RING finger protein 184)	MSL2 KIAA1585 MSL2L1 RNF184	DNA damage response [GO:0006974]; epigenetic regulation of gene expression [GO:0040029]; positive regulation of DNA-templated transcription [GO:0045893]; protein monoubiquitination [GO:0006513]; protein ubiquitination [GO:0016567]		0
Male-specific lethal 1 homolog (MSL-1) (Male-specific lethal 1-like 1) (MSL1-like 1) (Male-specific lethal-1 homolog 1)	MSL1 MSL1L1	chromatin remodeling [GO:0006338]; positive regulation of DNA-templated transcription [GO:0045893]		0
Double-strand break repair protein MRE11 (EC 3.1.-.-) (Meiotic recombination 11 homolog 1) (MRE11 homolog 1) (Meiotic recombination 11 homolog A) (MRE11 homolog A)	MRE11 HNGS1 MRE11A	cell population proliferation [GO:0008283]; DNA damage response [GO:0006974]; DNA double-strand break processing [GO:0000729]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA strand resection involved in replication fork processing [GO:0110025]; double-strand break repair [GO:0006302]; double-strand break repair via homologous recombination [GO:0000724]; double-strand break repair via nonhomologous end joining [GO:0006303]; homologous chromosome pairing at meiosis [GO:0007129]; homologous recombination [GO:0035825]; meiotic DNA double-strand break formation [GO:0042138]; mitochondrial double-strand break repair via homologous recombination [GO:0097552]; mitotic G2 DNA damage checkpoint signaling [GO:0007095]; mitotic G2/M transition checkpoint [GO:0044818]; mitotic intra-S DNA damage checkpoint signaling [GO:0031573]; negative regulation of apoptotic process [GO:0043066]; negative regulation of double-strand break repair via nonhomologous end joining [GO:2001033]; positive regulation of double-strand break repair [GO:2000781]; positive regulation of telomere maintenance [GO:0032206]; R-loop processing [GO:0062176]; reciprocal meiotic recombination [GO:0007131]; regulation of mitotic recombination [GO:0000019]; sister chromatid cohesion [GO:0007062]; telomere maintenance [GO:0000723]; telomere maintenance via telomerase [GO:0007004]; telomeric 3' overhang formation [GO:0031860]		0
Modulator of apoptosis 1 (MAP-1) (MAP1) (Paraneoplastic antigen Ma4)	MOAP1 PNMA4	apoptotic signaling pathway [GO:0097190]; autophagy [GO:0006914]; extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; extrinsic apoptotic signaling pathway via death domain receptors [GO:0008625]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; positive regulation of apoptotic process [GO:0043065]; positive regulation of autophagosome assembly [GO:2000786]; positive regulation of release of cytochrome c from mitochondria [GO:0090200]; protein insertion into mitochondrial membrane [GO:0051204]; regulation of apoptotic process [GO:0042981]		0
Lethal(3)malignant brain tumor-like protein 3 (H-l(3)mbt-like protein 3) (L(3)mbt-like protein 3) (L3mbt-like 3) (MBT-1)	L3MBTL3 KIAA1798 MBT1	chromatin organization [GO:0006325]; erythrocyte maturation [GO:0043249]; granulocyte differentiation [GO:0030851]; macrophage differentiation [GO:0030225]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of transcription initiation-coupled chromatin remodeling [GO:0160217]; positive regulation of ubiquitin-dependent protein catabolic process [GO:2000060]		0
E3 ubiquitin-protein ligase makorin-3 (EC 2.3.2.27) (RING finger protein 63) (RING-type E3 ubiquitin transferase makorin-3) (Zinc finger protein 127)	MKRN3 D15S9 RNF63 ZNF127	protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]		0
LIM domain kinase 1 (LIMK-1) (EC 2.7.11.1)	LIMK1 LIMK	actin cytoskeleton organization [GO:0030036]; axon extension [GO:0048675]; Fc-gamma receptor signaling pathway involved in phagocytosis [GO:0038096]; nervous system development [GO:0007399]; positive regulation of actin filament bundle assembly [GO:0032233]; positive regulation of axon extension [GO:0045773]; positive regulation of stress fiber assembly [GO:0051496]; protein phosphorylation [GO:0006468]; Rho protein signal transduction [GO:0007266]; signal transduction [GO:0007165]; stress fiber assembly [GO:0043149]		0
Methyltransferase-like protein 27 (Williams-Beuren syndrome chromosomal region 27 protein)	METTL27 WBSCR27			0
Mediator of RNA polymerase II transcription subunit 7 (hMED7) (Activator-recruited cofactor 34 kDa component) (ARC34) (Cofactor required for Sp1 transcriptional activation subunit 9) (CRSP complex subunit 9) (Mediator complex subunit 7) (RNA polymerase transcriptional regulation mediator subunit 7 homolog) (Transcriptional coactivator CRSP33)	MED7 ARC34 CRSP9	positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; protein ubiquitination [GO:0016567]; regulation of transcription by RNA polymerase II [GO:0006357]; RNA polymerase II preinitiation complex assembly [GO:0051123]; somatic stem cell population maintenance [GO:0035019]; transcription initiation at RNA polymerase II promoter [GO:0006367]		0
Mediator of RNA polymerase II transcription subunit 6 (Activator-recruited cofactor 33 kDa component) (ARC33) (Mediator complex subunit 6) (hMed6) (Renal carcinoma antigen NY-REN-28)	MED6 ARC33	positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; protein ubiquitination [GO:0016567]; regulation of transcription by RNA polymerase II [GO:0006357]; RNA polymerase II preinitiation complex assembly [GO:0051123]; somatic stem cell population maintenance [GO:0035019]		0
