Protein names	Gene Names	Gene Ontology (biological process)	Supporting_PMID	Paper_Count
Proto-oncogene tyrosine-protein kinase Src (EC 2.7.10.2) (Proto-oncogene c-Src) (pp60c-src) (p60-Src)	SRC SRC1	angiotensin-activated signaling pathway [GO:0038166]; bone resorption [GO:0045453]; branching involved in mammary gland duct morphogenesis [GO:0060444]; canonical glycolysis [GO:0061621]; cell adhesion [GO:0007155]; cell differentiation [GO:0030154]; cellular response to fluid shear stress [GO:0071498]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to peptide hormone stimulus [GO:0071375]; cellular response to platelet-derived growth factor stimulus [GO:0036120]; cellular response to progesterone stimulus [GO:0071393]; cellular response to reactive oxygen species [GO:0034614]; ephrin receptor signaling pathway [GO:0048013]; epidermal growth factor receptor signaling pathway [GO:0007173]; ERBB2 signaling pathway [GO:0038128]; Fc-gamma receptor signaling pathway involved in phagocytosis [GO:0038096]; focal adhesion assembly [GO:0048041]; forebrain development [GO:0030900]; integrin-mediated signaling pathway [GO:0007229]; interleukin-6-mediated signaling pathway [GO:0070102]; intestinal epithelial cell development [GO:0060576]; intracellular signal transduction [GO:0035556]; leukocyte migration [GO:0050900]; macroautophagy [GO:0016236]; negative regulation of anoikis [GO:2000811]; negative regulation of apoptotic process [GO:0043066]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; negative regulation of focal adhesion assembly [GO:0051895]; negative regulation of hippo signaling [GO:0035331]; negative regulation of inflammatory response to antigenic stimulus [GO:0002862]; negative regulation of intrinsic apoptotic signaling pathway [GO:2001243]; negative regulation of mitochondrial depolarization [GO:0051902]; negative regulation of neutrophil activation [GO:1902564]; negative regulation of protein-containing complex assembly [GO:0031333]; negative regulation of telomere maintenance [GO:0032205]; negative regulation of transcription by RNA polymerase II [GO:0000122]; odontogenesis [GO:0042476]; oogenesis [GO:0048477]; osteoclast development [GO:0036035]; peptidyl-tyrosine phosphorylation [GO:0018108]; platelet activation [GO:0030168]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of dephosphorylation [GO:0035306]; positive regulation of epithelial cell migration [GO:0010634]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of glycolytic process [GO:0045821]; positive regulation of integrin activation [GO:0033625]; positive regulation of lamellipodium morphogenesis [GO:2000394]; positive regulation of Notch signaling pathway [GO:0045747]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of platelet-derived growth factor receptor-beta signaling pathway [GO:2000588]; positive regulation of podosome assembly [GO:0071803]; positive regulation of protein localization to nucleus [GO:1900182]; positive regulation of protein processing [GO:0010954]; positive regulation of Rac protein signal transduction [GO:0035022]; positive regulation of small GTPase mediated signal transduction [GO:0051057]; positive regulation of TORC1 signaling [GO:1904263]; progesterone receptor signaling pathway [GO:0050847]; protein destabilization [GO:0031648]; regulation of bone resorption [GO:0045124]; regulation of caveolin-mediated endocytosis [GO:2001286]; regulation of cell projection assembly [GO:0060491]; regulation of cell-cell adhesion [GO:0022407]; regulation of early endosome to late endosome transport [GO:2000641]; regulation of epithelial cell migration [GO:0010632]; regulation of heart rate by cardiac conduction [GO:0086091]; regulation of intracellular estrogen receptor signaling pathway [GO:0033146]; regulation of toll-like receptor 3 signaling pathway [GO:0034139]; regulation of vascular permeability [GO:0043114]; response to interleukin-1 [GO:0070555]; signal complex assembly [GO:0007172]; signal transduction [GO:0007165]; stimulatory C-type lectin receptor signaling pathway [GO:0002223]; stress fiber assembly [GO:0043149]; substrate adhesion-dependent cell spreading [GO:0034446]; symbiont entry into host cell [GO:0046718]; T cell costimulation [GO:0031295]; transforming growth factor beta receptor signaling pathway [GO:0007179]; uterus development [GO:0060065]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]; vasodilation [GO:0042311]		0
Syntaxin-5	STX5 STX5A	early endosome to Golgi transport [GO:0034498]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi disassembly [GO:0090166]; intracellular protein transport [GO:0006886]; positive regulation of protein catabolic process [GO:0045732]; regulation of Golgi organization [GO:1903358]; retrograde transport, endosome to Golgi [GO:0042147]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; vesicle docking [GO:0048278]; vesicle fusion [GO:0006906]		0
Surfeit locus protein 4	SURF4 SURF-4	COPII-coated vesicle cargo loading [GO:0090110]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; lipid export from cell [GO:0140353]; lipid homeostasis [GO:0055088]; lipoprotein transport [GO:0042953]; positive regulation of organelle organization [GO:0010638]; regulation of lipid transport [GO:0032368]		0
TRAF family member-associated NF-kappa-B activator (TRAF-interacting protein) (I-TRAF)	TANK ITRAF TRAF2	canonical NF-kappaB signal transduction [GO:0007249]; cellular response to interleukin-1 [GO:0071347]; cellular response to ionizing radiation [GO:0071479]; cellular response to tumor necrosis factor [GO:0071356]; defense response to virus [GO:0051607]; DNA damage response [GO:0006974]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of tumor necrosis factor-mediated signaling pathway [GO:0010804]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of protein deubiquitination [GO:1903003]; positive regulation of type I interferon production [GO:0032481]; positive regulation of ubiquitin-specific protease activity [GO:2000158]; signal transduction [GO:0007165]; type I interferon-mediated signaling pathway [GO:0060337]		0
TAR DNA-binding protein 43 (TDP-43)	TARDBP TDP43	3'-UTR-mediated mRNA destabilization [GO:0061158]; 3'-UTR-mediated mRNA stabilization [GO:0070935]; amyloid fibril formation [GO:1990000]; host-mediated suppression of viral transcription [GO:0043922]; mRNA processing [GO:0006397]; negative regulation of gene expression [GO:0010629]; negative regulation of protein phosphorylation [GO:0001933]; nuclear inner membrane organization [GO:0071765]; positive regulation of insulin secretion [GO:0032024]; positive regulation of protein import into nucleus [GO:0042307]; regulation of apoptotic process [GO:0042981]; regulation of cell cycle [GO:0051726]; regulation of circadian rhythm [GO:0042752]; regulation of gene expression [GO:0010468]; regulation of protein stability [GO:0031647]; response to endoplasmic reticulum stress [GO:0034976]; rhythmic process [GO:0048511]; RNA splicing [GO:0008380]		0
Serine/threonine-protein kinase TBK1 (EC 2.7.11.1) (NF-kappa-B-activating kinase) (T2K) (TANK-binding kinase 1)	TBK1 NAK	activation of innate immune response [GO:0002218]; antiviral innate immune response [GO:0140374]; canonical NF-kappaB signal transduction [GO:0007249]; cGAS/STING signaling pathway [GO:0140896]; cytoplasmic pattern recognition receptor signaling pathway [GO:0002753]; defense response to Gram-positive bacterium [GO:0050830]; defense response to virus [GO:0051607]; dendritic cell proliferation [GO:0044565]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; macroautophagy [GO:0016236]; negative regulation of gene expression [GO:0010629]; negative regulation of TORC1 signaling [GO:1904262]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of autophagy [GO:0010508]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of interferon-alpha production [GO:0032727]; positive regulation of interferon-beta production [GO:0032728]; positive regulation of macroautophagy [GO:0016239]; positive regulation of TORC1 signaling [GO:1904263]; positive regulation of TORC2 signaling [GO:1904515]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of type I interferon production [GO:0032481]; positive regulation of type I interferon-mediated signaling pathway [GO:0060340]; positive regulation of xenophagy [GO:1904417]; protein phosphorylation [GO:0006468]; regulation of type I interferon production [GO:0032479]; response to virus [GO:0009615]; T follicular helper cell differentiation [GO:0061470]; toll-like receptor 4 signaling pathway [GO:0034142]; type I interferon-mediated signaling pathway [GO:0060337]		0
Very-long-chain enoyl-CoA reductase (EC 1.3.1.93) (Synaptic glycoprotein SC2) (Trans-2,3-enoyl-CoA reductase) (TER)	TECR GPSN2 SC2	fatty acid elongation [GO:0030497]; long-chain fatty-acyl-CoA biosynthetic process [GO:0035338]; sphingolipid metabolic process [GO:0006665]; very long-chain fatty acid biosynthetic process [GO:0042761]		0
Protein timeless homolog (hTIM)	TIMELESS TIM TIM1 TIMELESS1	branching morphogenesis of an epithelial tube [GO:0048754]; cell cycle phase transition [GO:0044770]; cell division [GO:0051301]; cellular response to bleomycin [GO:1904976]; cellular response to cisplatin [GO:0072719]; cellular response to hydroxyurea [GO:0072711]; circadian rhythm [GO:0007623]; detection of abiotic stimulus [GO:0009582]; DNA damage response [GO:0006974]; DNA repair [GO:0006281]; DNA replication checkpoint signaling [GO:0000076]; lung development [GO:0030324]; morphogenesis of an epithelium [GO:0002009]; negative regulation of DNA-templated transcription [GO:0045892]; positive regulation of double-strand break repair [GO:2000781]; positive regulation of double-strand break repair via homologous recombination [GO:1905168]; regulation of circadian rhythm [GO:0042752]; replication fork arrest [GO:0043111]; replication fork processing [GO:0031297]		0
Triokinase/FMN cyclase (Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing)) [Includes: ATP-dependent dihydroxyacetone kinase (DHA kinase) (EC 2.7.1.28) (EC 2.7.1.29) (Glycerone kinase) (Triokinase) (Triose kinase); FAD-AMP lyase (cyclizing) (EC 4.6.1.15) (FAD-AMP lyase (cyclic FMN forming)) (FMN cyclase)]	TKFC DAK	carbohydrate metabolic process [GO:0005975]; carbohydrate phosphorylation [GO:0046835]; fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate [GO:0061624]; glycerol catabolic process [GO:0019563]; negative regulation of MDA-5 signaling pathway [GO:0039534]; regulation of innate immune response [GO:0045088]		0
Transmembrane protein 100	TMEM100	angiogenesis [GO:0001525]; arterial endothelial cell differentiation [GO:0060842]; BMP signaling pathway [GO:0030509]; cellular response to BMP stimulus [GO:0071773]; epithelial to mesenchymal transition involved in endocardial cushion formation [GO:0003198]; in utero embryonic development [GO:0001701]; Notch signaling pathway [GO:0007219]; positive regulation of endothelial cell differentiation [GO:0045603]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of vasculogenesis [GO:2001214]; regulation of calcium-mediated signaling [GO:0050848]; regulation of sensory perception of pain [GO:0051930]; vasculogenesis [GO:0001570]		0
Tumor necrosis factor alpha-induced protein 3 (TNF alpha-induced protein 3) (EC 2.3.2.-) (EC 3.4.19.12) (OTU domain-containing protein 7C) (Putative DNA-binding protein A20) (Zinc finger protein A20) [Cleaved into: A20p50; A20p37]	TNFAIP3 OTUD7C	apoptotic process [GO:0006915]; B-1 B cell homeostasis [GO:0001922]; cell migration [GO:0016477]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to lipopolysaccharide [GO:0071222]; cytoskeleton organization [GO:0007010]; establishment of protein localization to vacuole [GO:0072666]; inflammatory response [GO:0006954]; negative regulation of B cell activation [GO:0050869]; negative regulation of bone resorption [GO:0045779]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of CD40 signaling pathway [GO:2000349]; negative regulation of chronic inflammatory response [GO:0002677]; negative regulation of endothelial cell apoptotic process [GO:2000352]; negative regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902042]; negative regulation of inflammatory response [GO:0050728]; negative regulation of innate immune response [GO:0045824]; negative regulation of interleukin-1 beta production [GO:0032691]; negative regulation of interleukin-2 production [GO:0032703]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway [GO:0070429]; negative regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070433]; negative regulation of osteoclast proliferation [GO:0090291]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of smooth muscle cell proliferation [GO:0048662]; negative regulation of toll-like receptor 2 signaling pathway [GO:0034136]; negative regulation of toll-like receptor 3 signaling pathway [GO:0034140]; negative regulation of toll-like receptor 4 signaling pathway [GO:0034144]; negative regulation of toll-like receptor 5 signaling pathway [GO:0034148]; negative regulation of tumor necrosis factor production [GO:0032720]; nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway [GO:0035872]; positive regulation of hepatocyte proliferation [GO:2000347]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of Wnt signaling pathway [GO:0030177]; protein deubiquitination [GO:0016579]; protein deubiquitination involved in ubiquitin-dependent protein catabolic process [GO:0071947]; protein K11-linked deubiquitination [GO:0035871]; protein K48-linked deubiquitination [GO:0071108]; protein K48-linked ubiquitination [GO:0070936]; protein K63-linked deubiquitination [GO:0070536]; regulation of defense response to virus by host [GO:0050691]; regulation of germinal center formation [GO:0002634]; regulation of tumor necrosis factor-mediated signaling pathway [GO:0010803]; regulation of vascular wound healing [GO:0061043]; response to molecule of bacterial origin [GO:0002237]; response to muramyl dipeptide [GO:0032495]; tolerance induction to lipopolysaccharide [GO:0072573]		0
TRAF-type zinc finger domain-containing protein 1 (Protein FLN29)	TRAFD1 FLN29	negative regulation of innate immune response [GO:0045824]		0
E3 ubiquitin-protein ligase TRIM15 (EC 2.3.2.27) (RING finger protein 93) (Zinc finger protein 178) (Zinc finger protein B7)	TRIM15 RNF93 ZNF178 ZNFB7	innate immune response [GO:0045087]; mesodermal cell fate determination [GO:0007500]; negative regulation of intracellular transport of viral material [GO:1901253]; negative regulation of non-canonical NF-kappaB signal transduction [GO:1901223]; positive regulation of RIG-I signaling pathway [GO:1900246]; positive regulation of type I interferon production [GO:0032481]; suppression of viral release by host [GO:0044790]		0
E3 ubiquitin-protein ligase TRIM4 (EC 2.3.2.27) (RING finger protein 87) (RING-type E3 ubiquitin transferase TRIM4) (Tripartite motif-containing protein 4)	TRIM4 RNF87	innate immune response [GO:0045087]; protein ubiquitination [GO:0016567]; regulation of gene expression [GO:0010468]		0
E3 ubiquitin ligase TRIM40 (EC 2.3.2.27) (Probable E3 NEDD8-protein ligase) (RING finger protein 35)	TRIM40 RNF35	innate immune response [GO:0045087]; negative regulation of cell growth [GO:0030308]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of non-canonical NF-kappaB signal transduction [GO:1901223]; negative regulation of protein catabolic process [GO:0042177]; negative regulation of protein localization to nucleus [GO:1900181]; protein neddylation [GO:0045116]		0
Tubulin--tyrosine ligase-like protein 12 (Inactive tubulin--tyrosine ligase-like protein 12)	TTLL12 KIAA0153	innate immune response [GO:0045087]; negative regulation of type I interferon-mediated signaling pathway [GO:0060339]; regulation of mitotic cell cycle [GO:0007346]		0
Ubiquitin-like modifier-activating enzyme 5 (Ubiquitin-activating enzyme 5) (ThiFP1) (UFM1-activating enzyme) (Ubiquitin-activating enzyme E1 domain-containing protein 1)	UBA5 UBE1DC1	erythrocyte differentiation [GO:0030218]; megakaryocyte differentiation [GO:0030219]; neuromuscular process [GO:0050905]; protein K69-linked ufmylation [GO:1990592]; protein ufmylation [GO:0071569]; regulation of intracellular estrogen receptor signaling pathway [GO:0033146]; regulation of type II interferon production [GO:0032649]; response to endoplasmic reticulum stress [GO:0034976]; reticulophagy [GO:0061709]		0
