Protein names	Gene Names	Gene Ontology (biological process)	Supporting_PMID	Paper_Count
Mitogen-activated protein kinase kinase kinase kinase 5 (EC 2.7.11.1) (Kinase homologous to SPS1/STE20) (KHS) (MAPK/ERK kinase kinase kinase 5) (MEK kinase kinase 5) (MEKKK 5)	MAP4K5	intracellular signal transduction [GO:0035556]		0
Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2)	MAPK1 ERK2 PRKM1 PRKM2	apoptotic process [GO:0006915]; B cell receptor signaling pathway [GO:0050853]; Bergmann glial cell differentiation [GO:0060020]; cardiac neural crest cell development involved in heart development [GO:0061308]; caveolin-mediated endocytosis [GO:0072584]; cell surface receptor signaling pathway [GO:0007166]; cellular response to amino acid starvation [GO:0034198]; cellular response to tumor necrosis factor [GO:0071356]; chemical synaptic transmission [GO:0007268]; chemokine-mediated signaling pathway [GO:0070098]; chemotaxis [GO:0006935]; cytosine metabolic process [GO:0019858]; DNA damage response [GO:0006974]; epidermal growth factor receptor signaling pathway [GO:0007173]; ERBB signaling pathway [GO:0038127]; ERBB2-ERBB3 signaling pathway [GO:0038133]; ERK1 and ERK2 cascade [GO:0070371]; face development [GO:0060324]; insulin receptor signaling pathway [GO:0008286]; insulin-like growth factor receptor signaling pathway [GO:0048009]; interleukin-34-mediated signaling pathway [GO:0061514]; intracellular signal transduction [GO:0035556]; labyrinthine layer blood vessel development [GO:0060716]; learning or memory [GO:0007611]; lipopolysaccharide-mediated signaling pathway [GO:0031663]; long-term synaptic potentiation [GO:0060291]; lung morphogenesis [GO:0060425]; mammary gland epithelial cell proliferation [GO:0033598]; MAPK cascade [GO:0000165]; myelination [GO:0042552]; negative regulation of cell differentiation [GO:0045596]; outer ear morphogenesis [GO:0042473]; positive regulation of cholesterol biosynthetic process [GO:0045542]; positive regulation of macrophage chemotaxis [GO:0010759]; positive regulation of macrophage proliferation [GO:0120041]; positive regulation of neuroinflammatory response [GO:0150078]; positive regulation of peptidyl-threonine phosphorylation [GO:0010800]; positive regulation of telomere maintenance [GO:0032206]; protein phosphorylation [GO:0006468]; regulation of cellular pH [GO:0030641]; regulation of cytoskeleton organization [GO:0051493]; regulation of early endosome to late endosome transport [GO:2000641]; regulation of Golgi inheritance [GO:0090170]; regulation of ossification [GO:0030278]; regulation of stress-activated MAPK cascade [GO:0032872]; response to epidermal growth factor [GO:0070849]; response to exogenous dsRNA [GO:0043330]; response to nicotine [GO:0035094]; Schwann cell development [GO:0014044]; signal transduction [GO:0007165]; stress-activated MAPK cascade [GO:0051403]; T cell receptor signaling pathway [GO:0050852]; thymus development [GO:0048538]; thyroid gland development [GO:0030878]; trachea formation [GO:0060440]		0
Mitogen-activated protein kinase 10 (MAP kinase 10) (MAPK 10) (EC 2.7.11.24) (MAP kinase p49 3F12) (Stress-activated protein kinase 1b) (SAPK1b) (Stress-activated protein kinase JNK3) (c-Jun N-terminal kinase 3)	MAPK10 JNK3 JNK3A PRKM10 SAPK1B	cellular senescence [GO:0090398]; Fc-epsilon receptor signaling pathway [GO:0038095]; JNK cascade [GO:0007254]; protein phosphorylation [GO:0006468]; regulation of circadian rhythm [GO:0042752]; response to light stimulus [GO:0009416]; rhythmic process [GO:0048511]; signal transduction [GO:0007165]		0
Mitogen-activated protein kinase 13 (MAP kinase 13) (MAPK 13) (EC 2.7.11.24) (Mitogen-activated protein kinase p38 delta) (MAP kinase p38 delta) (Stress-activated protein kinase 4)	MAPK13 PRKM13 SAPK4	cellular response to anisomycin [GO:0072740]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to interleukin-1 [GO:0071347]; cellular response to sodium arsenite [GO:1903936]; cellular response to sorbitol [GO:0072709]; cellular response to UV [GO:0034644]; intracellular signal transduction [GO:0035556]; positive regulation of inflammatory response [GO:0050729]; positive regulation of interleukin-6 production [GO:0032755]; response to osmotic stress [GO:0006970]; stress-activated MAPK cascade [GO:0051403]		0
Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (Microtubule-associated protein 2 kinase) (p44-ERK1)	MAPK3 ERK1 PRKM3	apoptotic process [GO:0006915]; Bergmann glial cell differentiation [GO:0060020]; BMP signaling pathway [GO:0030509]; cardiac neural crest cell development involved in heart development [GO:0061308]; cartilage development [GO:0051216]; caveolin-mediated endocytosis [GO:0072584]; cell surface receptor signaling pathway [GO:0007166]; cellular response to amino acid starvation [GO:0034198]; cellular response to mechanical stimulus [GO:0071260]; cellular response to tumor necrosis factor [GO:0071356]; DNA-templated transcription [GO:0006351]; epidermal growth factor receptor signaling pathway [GO:0007173]; ERBB2-ERBB3 signaling pathway [GO:0038133]; ERK1 and ERK2 cascade [GO:0070371]; face development [GO:0060324]; insulin receptor signaling pathway [GO:0008286]; insulin-like growth factor receptor signaling pathway [GO:0048009]; interleukin-1-mediated signaling pathway [GO:0070498]; interleukin-34-mediated signaling pathway [GO:0061514]; intracellular signal transduction [GO:0035556]; lipopolysaccharide-mediated signaling pathway [GO:0031663]; lung morphogenesis [GO:0060425]; MAPK cascade [GO:0000165]; modulation of chemical synaptic transmission [GO:0050804]; myelination [GO:0042552]; negative regulation of cholesterol efflux [GO:0090370]; negative regulation of T cell mediated immune response to tumor cell [GO:0002841]; negative regulation of TORC1 signaling [GO:1904262]; outer ear morphogenesis [GO:0042473]; peptidyl-tyrosine autophosphorylation [GO:0038083]; phosphorylation [GO:0016310]; positive regulation of cyclase activity [GO:0031281]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of macrophage chemotaxis [GO:0010759]; positive regulation of macrophage proliferation [GO:0120041]; positive regulation of neuroinflammatory response [GO:0150078]; positive regulation of telomere maintenance [GO:0032206]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of xenophagy [GO:1904417]; protein phosphorylation [GO:0006468]; regulation of cellular pH [GO:0030641]; regulation of cytoskeleton organization [GO:0051493]; regulation of early endosome to late endosome transport [GO:2000641]; regulation of Golgi inheritance [GO:0090170]; regulation of ossification [GO:0030278]; regulation of stress-activated MAPK cascade [GO:0032872]; response to epidermal growth factor [GO:0070849]; response to exogenous dsRNA [GO:0043330]; Schwann cell development [GO:0014044]; sensory perception of pain [GO:0019233]; signal transduction in response to DNA damage [GO:0042770]; stress-activated MAPK cascade [GO:0051403]; thymus development [GO:0048538]; thyroid gland development [GO:0030878]; trachea formation [GO:0060440]; xenophagy [GO:0098792]		0
Mitogen-activated protein kinase 8 (MAP kinase 8) (MAPK 8) (EC 2.7.11.24) (JNK-46) (Stress-activated protein kinase 1c) (SAPK1c) (Stress-activated protein kinase JNK1) (c-Jun N-terminal kinase 1)	MAPK8 JNK1 PRKM8 SAPK1 SAPK1C	autophagy [GO:0006914]; cellular response to amino acid starvation [GO:0034198]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to mechanical stimulus [GO:0071260]; cellular response to oxidative stress [GO:0034599]; cellular response to reactive oxygen species [GO:0034614]; cellular senescence [GO:0090398]; energy homeostasis [GO:0097009]; Fc-epsilon receptor signaling pathway [GO:0038095]; integrin-mediated signaling pathway [GO:0007229]; JNK cascade [GO:0007254]; JUN phosphorylation [GO:0007258]; MAPK cascade [GO:0000165]; negative regulation of apoptotic process [GO:0043066]; negative regulation of autophagy [GO:0010507]; negative regulation of protein binding [GO:0032091]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of apoptotic process [GO:0043065]; positive regulation of cell killing [GO:0031343]; positive regulation of cyclase activity [GO:0031281]; positive regulation of establishment of protein localization to mitochondrion [GO:1903749]; positive regulation of gene expression [GO:0010628]; positive regulation of NLRP3 inflammasome complex assembly [GO:1900227]; positive regulation of protein metabolic process [GO:0051247]; protein phosphorylation [GO:0006468]; regulation of circadian rhythm [GO:0042752]; regulation of macroautophagy [GO:0016241]; regulation of protein localization [GO:0032880]; response to mechanical stimulus [GO:0009612]; response to oxidative stress [GO:0006979]; response to UV [GO:0009411]; rhythmic process [GO:0048511]; stress-activated MAPK cascade [GO:0051403]		0
C-Jun-amino-terminal kinase-interacting protein 3 (JIP-3) (JNK-interacting protein 3) (JNK MAP kinase scaffold protein 3) (Mitogen-activated protein kinase 8-interacting protein 3)	MAPK8IP3 JIP3 KIAA1066	anterograde axonal protein transport [GO:0099641]; axon development [GO:0061564]; axon regeneration [GO:0031103]; negative regulation of apoptotic process [GO:0043066]; positive regulation of JNK cascade [GO:0046330]; protein stabilization [GO:0050821]; regulation of JNK cascade [GO:0046328]; vesicle-mediated transport [GO:0016192]		0
Mitogen-activated protein kinase 9 (MAP kinase 9) (MAPK 9) (EC 2.7.11.24) (JNK-55) (Stress-activated protein kinase 1a) (SAPK1a) (Stress-activated protein kinase JNK2) (c-Jun N-terminal kinase 2)	MAPK9 JNK2 PRKM9 SAPK1A	apoptotic signaling pathway [GO:0097190]; cellular response to reactive oxygen species [GO:0034614]; cellular senescence [GO:0090398]; Fc-epsilon receptor signaling pathway [GO:0038095]; inflammatory response to wounding [GO:0090594]; JNK cascade [GO:0007254]; modulation of chemical synaptic transmission [GO:0050804]; positive regulation of apoptotic signaling pathway [GO:2001235]; positive regulation of cytokine production involved in inflammatory response [GO:1900017]; positive regulation of gene expression [GO:0010628]; positive regulation of macrophage derived foam cell differentiation [GO:0010744]; positive regulation of podosome assembly [GO:0071803]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein ubiquitination [GO:0031398]; protein localization to tricellular tight junction [GO:0061833]; protein phosphorylation [GO:0006468]; regulation of circadian rhythm [GO:0042752]; response to cadmium ion [GO:0046686]; rhythmic process [GO:0048511]		0
Target of rapamycin complex 2 subunit MAPKAP1 (TORC2 subunit MAPKAP1) (Mitogen-activated protein kinase 2-associated protein 1) (Stress-activated map kinase-interacting protein 1) (SAPK-interacting protein 1) (mSIN1)	MAPKAP1 MIP1 SIN1	cellular response to insulin stimulus [GO:0032869]; cellular response to nutrient levels [GO:0031669]; cytoskeleton organization [GO:0007010]; negative regulation of apoptotic process [GO:0043066]; negative regulation of insulin receptor signaling pathway [GO:0046627]; negative regulation of Ras protein signal transduction [GO:0046580]; positive regulation of cell growth [GO:0030307]; regulation of cellular response to oxidative stress [GO:1900407]; substantia nigra development [GO:0021762]; TORC2 signaling [GO:0038203]		0
MAP kinase-activated protein kinase 3 (MAPK-activated protein kinase 3) (MAPKAP kinase 3) (MAPKAP-K3) (MAPKAPK-3) (MK-3) (EC 2.7.11.1) (Chromosome 3p kinase) (3pK)	MAPKAPK3	intracellular signal transduction [GO:0035556]; macropinocytosis [GO:0044351]; MAPK cascade [GO:0000165]; response to cytokine [GO:0034097]; response to lipopolysaccharide [GO:0032496]; signal transduction [GO:0007165]; toll-like receptor signaling pathway [GO:0002224]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]		0
Mitogen-activated protein kinase kinase kinase 13 (EC 2.7.11.25) (Leucine zipper-bearing kinase) (Mixed lineage kinase) (MLK)	MAP3K13 LZK	JNK cascade [GO:0007254]; positive regulation of axon extension [GO:0045773]; positive regulation of branching morphogenesis of a nerve [GO:1905492]; positive regulation of neuron maturation [GO:0014042]; positive regulation of neuron projection arborization [GO:0150012]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; stress-activated MAPK cascade [GO:0051403]		0
MAP kinase-activated protein kinase 5 (MAPK-activated protein kinase 5) (MAPKAP kinase 5) (MAPKAP-K5) (MAPKAPK-5) (MK-5) (MK5) (EC 2.7.11.1) (p38-regulated/activated protein kinase) (PRAK)	MAPKAPK5 PRAK	cellular senescence [GO:0090398]; negative regulation of TOR signaling [GO:0032007]; positive regulation of dendritic spine development [GO:0060999]; positive regulation of telomere maintenance [GO:0032206]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein autophosphorylation [GO:0046777]; Ras protein signal transduction [GO:0007265]; regulation of signal transduction by p53 class mediator [GO:1901796]; regulation of translation [GO:0006417]; signal transduction [GO:0007165]; stress-induced premature senescence [GO:0090400]		0
